"protein.id","Adrenal","BAT","Brain","Eye","GAT","Heart","Kidney","Liver","Lung","MAT","Muscle","Pancreas","Prostate","SCAT","Skin","Small","Spleen","Stomach","Testis","Thymus","Tongue","Urinary"
"A2A699",515288.3,201686.5,4654492.5,827242.3,300302.2,159772.8,539860.2,184973.2,810742,296832,530780,179438.8,587417.5,469102.8,587256.8,191535.5,266685.5,182341,282679.8,190218,768143.2,781783.7
"A2A8L5",1729323.3,546380.8,2780220,2710020,1906277.5,139523.3,4542572.5,4483482.5,2095745,766897.8,75434.7,1487595,2855697.5,549110.5,1276795,2343470,513647.5,1533217.5,907897.8,13891725,880196.5,4324226.7
"A2AF53",NA,184004.5,60878.55,194414,211352.25,104030.5,178610.5,145101.25,98396.3,98462.48,84526.63,114090.55,169758.75,NA,119481.25,184037.5,103342.85,34947.8,255950.5,141417.5,NA,NA
"A2AN08",855926,434888.8,923376,1044363.3,728723.5,570255,933854,293379.5,1405112.5,1298292.5,379639,1378985,1066412.5,686200.5,1082945,886451.2,1111723.8,1339195,1889477.5,1201560,1175525,1296006.7
"A2ARI4",1280403.3,422744.2,337655.8,740760.3,1069257.5,177465.8,1290950,1477747.5,73595.4,468568.5,141093.8,514677,457379.5,517413.2,611215.8,1679947.5,297028,1087875,158049.5,548871.5,204755.5,459547.7
"A2RST1",310345,NA,NA,NA,NA,NA,NA,NA,111013.9,235018.7,NA,NA,NA,NA,NA,2207827.5,NA,2960637.5,NA,63194,NA,263540.3
"A6X919",2177996.7,1958342.5,2255835,4214300,1825430,375542.2,610507,4404805,911865.5,3277190,147130.4,2061140,347090.5,2577180,2314697.5,1459372.5,6907180,443296.2,2519380,2725290,721650.5,561407
"A9JSM3",862695.33,1119050,167860.67,654009.33,1439012.5,70663.27,981221.5,1244475,457413,1000669.75,NA,6792005,1185190,1127637.75,758672.25,5015550,192523.25,1849020,90460.35,610366.25,182288,2518343.33
"B1AUH1",1596563.3,NA,911971.5,1094993,NA,NA,646310.2,NA,585746.8,NA,273289.8,23648.5,200626.2,NA,165544,NA,411342.2,280008.8,NA,392193.1,NA,1442950
"B1AWN4",NA,663438,NA,NA,NA,NA,271348,NA,520267.5,NA,NA,NA,155465.75,NA,168604.75,1532102.5,NA,154033.75,NA,80591.63,NA,2082260
"B2RU80",1068993.33,276810.5,65693.75,140378.67,646835,205571.75,730661,1013455,3141852.5,858519.5,75958.52,132376.25,178781,539920.75,524118.25,176714.25,1385280,161863.5,77013.35,152398.75,587331.75,351310
"B2RXV4",361808,167196.25,240733.5,355530,267866,NA,981813.5,201994.25,220601.5,353337,83820.05,295390.25,793654.75,433813.75,318018.75,2254250,969332.25,146765,NA,1718047.5,250925.5,282121
"B9EJ80",1302206.7,1027006.2,2419870,4565163.3,1090137.5,427813.2,1403280,1052240,1352495,1234545,132455.3,1997345,303723,1001432.8,367006.2,1482187.5,1855187.5,738267.5,4182615,3498892.5,342515.5,790070
"E9PUL5",81479.8,106687.48,6723117.5,348865,33561,216976.33,NA,17174.95,56691.4,30839.45,61056.35,250287.75,177591.25,73083.6,159078.5,76341.2,49355.47,44350.3,53466.8,29207.85,88941.4,56764.17
"E9Q137",7381337,6667258,2675615,7054893,6559932,1083095,8648865,3553655,2365655,4320228,1602835,1489285,2482382,5941045,4222058,7006698,3211328,1877298,3041605,4820575,1115902,3383053
"E9Q9K5",NA,1901975,NA,702389,247039,3760095,NA,NA,176682,NA,105304000,603430.5,488083,2246632.5,9232520,NA,526931.3,366675.2,NA,187441,7024585,NA
"F7BWT7",3350120,1534177.5,993473,1318586.7,1232787.5,356091.7,3153037.5,1197435,3562012.5,1772940,747402.2,1144790,10644275,1823427.5,1747910,13221200,6459312.5,4823005,264944.8,737994.2,919486.2,6844423.3
"G5E829",15829300,5885352,72352175,31343700,23031150,5494278,14995150,4876800,17881500,14326600,4004370,10049845,16563100,19708075,12817625,34884425,15405550,11831875,9089088,23436750,9268435,16239467
"O08530",1377433.33,658472.5,6439930,945383.67,1204990,464273.5,533589.75,1682312.5,8193365,1187682.5,302573.5,1805664.25,404838,1415815,942707.75,313416,1114420,263620,81531.55,648924.75,882390,422904.33
"O08532",31548433.3,13208500,21583825,7722550,7915400,21781075,7742725,3400022.5,18076025,8738575,292061250,2610235,30670000,9941207.5,50014350,8769760,12294100,11770650,964266.2,2737512.5,28947200,22123466.7
"O08579",9288240,9662420,7758727.5,8944053.3,8760172.5,5772992.5,580625,3457555,3750010,5663795,11863025,3394917.5,2902007.5,6469262.5,439898.2,1558253.8,7771552.5,2620987.5,2649217.5,12595475,2019797.5,5166456.7
"O08581",1350510,NA,7869230,5124976.67,380322.25,NA,5020967.5,39294.28,377115.25,32971.53,NA,3442817.5,3046852.5,NA,175758.75,2445835,91164.17,943727.75,133916.25,86526.73,NA,1756766.67
"O08705",484072.67,117825.75,154838.5,177560,NA,NA,NA,29917180.25,18091.1,258928.75,NA,NA,NA,224793,NA,NA,278644,42176.68,NA,NA,NA,NA
"O08707",NA,NA,NA,NA,105756.7,NA,NA,NA,355486,78123.5,NA,NA,NA,199336,135024.2,NA,241462.5,NA,NA,NA,NA,NA
"O08715",3354416.7,11005475,445471.8,1107103.3,1752922.5,9470790,171298.2,1137205,339458.5,1691685,4836680,1193432.5,322840.5,2445252.5,115253.2,205033.5,271615,643219.2,1556070,864307.2,4509252.5,410059
"O08786",68487.25,NA,NA,NA,NA,NA,817387,NA,776293,137635.75,NA,14085475,NA,NA,NA,703143.75,391990.95,868757.5,NA,NA,NA,NA
"O09047",455566.33,758614.25,370056.75,197079.33,3198357.5,559986,261231.5,328859,545808.5,1226750,296837.25,281482,387382.5,4356842.5,2707395,532147.25,110788.95,414687.75,90588.17,1049771.5,410173.5,611927.33
"O35074",19624300,613160.8,704951,6270063.3,7405022.5,3758502.5,1722887.5,3008505,15091625,5794762.5,1449610,1710532.5,3127600,2879175,1723790,2725560,3909642.5,3822477.5,4888045,3263637.5,4125660,10176070
"O35114",16797200,20975250,4868335,7508013,22516950,9470300,8554625,52637525,22768675,23794175,8592330,7564198,8284168,35884050,21069375,12191700,26548975,11566300,4846255,16171800,8427382,13477467
"O35153",2441493.3,2928692.5,537971.8,1172196.7,1699712.5,409876.5,419855.8,1574892.5,770572.5,1412095,810311.8,3912640,2511635,1556832.5,705766,1034212.8,1065462.5,1392862.5,508391.5,779197,568654.8,1053077
"O35166",8261043.3,6737390,3347082.5,9344000,8751855,2364977.5,4843332.5,11569000,3892780,6480330,11176775,24018000,6210947.5,9379595,988594.5,5207882.5,8237447.5,3883012.5,4352377.5,8630312.5,1952335,3964643.3
"O35372",421724.67,987888,470184,202560.67,3005040,477321.25,1528952.5,892062,477660.75,1678487.5,641204,1474042.5,244560.5,943559,147405.25,1517565,369213.5,650632,142971.4,393779.25,NA,85210.33
"O35379",3921826.7,3584845,600796,4183500,7345542.5,2287890,3070075,354660.8,1811025,3985482.5,1121365,2739597.5,1750262.5,5483485,5387645,1565192.5,3874865,2739097.5,2192487.5,3660590,2821045,2895653.3
"O35405",2219763.3,488640,7443927.5,2127586.7,782143.8,254126.8,861977.2,800242,786209.8,813963.5,223887,1697552.5,1662135,898576.8,1869007.5,717166.8,2936700,3250542.5,3970290,3559602.5,810243.2,914791
"O35445",419075.33,764653,179080,456968.67,508073.25,91702.85,574779.75,750521.75,245975.5,333509.5,203115.5,485920.5,104715.7,515166.25,NA,420274.75,261463.25,146616,51152.38,271731.75,NA,207552.67
"O35457",161814.67,NA,NA,NA,177514,NA,250997.5,NA,422532.5,47475.4,NA,188196.75,NA,NA,92995.8,65173.73,48376.8,NA,NA,67885.2,NA,70090.25
"O35516",1341343.3,803906.8,548717.8,2343050,2435800,227526.5,759702,1507672.5,1206175,1255515,368061.5,360561.8,952942.2,2409670,1738017.5,383062.8,1228052.5,651171,968167.5,1857500,1244840,1415123.3
"O35526",2231806.7,714038,85948150,4523480,275792.2,204305.8,134802.5,42323.6,118445.8,542488.5,139130.5,325967.8,1385940,351683.8,443822.2,706580.8,210677.2,1240865,121374.7,231512.5,387923,560363.3
"O35598",14685433,4978788,6112435,14616767,12855575,2799898,16213450,5843168,14206500,12518775,2387305,10409515,36222600,12148700,11872000,36377300,26295200,13144025,4500672,15555300,5027060,25350933
"O35604",12423967,21489250,3876192,16940000,11031175,4766478,4216965,32359075,13218325,9327240,8119042,2831002,3341775,19358125,25490575,4272225,16726550,3300285,2419762,21916875,7109455,3692677
"O35659",NA,NA,160839.5,NA,NA,NA,NA,NA,963333.8,NA,NA,562280.8,NA,NA,NA,211713.5,NA,146371.2,NA,NA,NA,NA
"O35683",10743366.7,29636500,2223410,3462543.3,5587892.5,86786250,8921280,9600270,1425085,10127385,22453150,375258.2,9378355,7544162.5,9750295,1515487.5,872046.5,5466852.5,701746.5,1656105,66352975,3670720
"O35704",4302836.7,989936.8,784623.5,19292566.7,1635287.5,245947.8,5776030,956243,2964460,1864887.5,116364.4,1194192.5,705459.5,1932577.5,2423632.5,10675650,3680382.5,2852637.5,1399265,2757237.5,713637,7628206.7
"O35714",NA,NA,NA,NA,123184.2,NA,NA,NA,112198.5,817255.5,NA,NA,32048,920529.8,1075177.5,146973.2,1570395,33939.5,NA,1749305,NA,NA
"O35912",5797900,NA,NA,1299080,13266615,NA,NA,NA,7166405,8336397.5,NA,1423215,7186187.5,NA,25556575,1629755.2,NA,2912022.5,2942407.5,8580977.5,4593335,5728513.3
"O54689",NA,NA,NA,NA,NA,NA,NA,NA,94887.75,1085665,NA,NA,NA,713555.5,130247.25,243455.25,2207795,NA,NA,1008387.25,NA,NA
"O54707",NA,NA,NA,NA,NA,NA,NA,NA,21161.7,16238.45,128564.35,NA,NA,63997.75,26347.53,NA,105670.7,NA,NA,40397.75,NA,NA
"O54734",52006967,43174450,19715500,41493167,65449600,10280218,64850425,42482800,34562175,38827625,19146875,79812375,50738850,45910900,46199075,60055250,41928150,25710925,43816125,50874775,11495578,31993633
"O54885",19571.55,NA,NA,NA,97509.5,NA,NA,NA,177268.25,214219.25,NA,NA,NA,204324.75,NA,NA,854521.25,NA,NA,126457.5,NA,NA
"O54957",NA,223083,NA,NA,263534.75,136766.75,NA,114499.6,1188345,6166092.5,NA,174033,169344,5593697.5,264669.75,674111.25,9834110,80018.32,NA,68615925,NA,NA
"O54990",349411.67,NA,1949265,40944566.67,8023957.5,NA,4950932.5,295569,1170622.5,NA,NA,2433732.5,19555575,NA,122648.07,1368417.5,122560,1518782.5,2177522.5,96458.05,NA,439024.33
"O55003",3788656.7,14660750,398209.2,2016910,7062752.5,6439195,1126645,2884612.5,329059.8,3365445,8233105,238880.8,848353,5948367.5,4445690,263908.6,126473.5,379411.8,150471.5,476265.2,10002437.5,426500.3
"O55022",50538467,79211050,47307425,67146233,71113350,22480250,53425400,216725750,48041025,50812775,11836525,57489550,118599150,56578025,35374900,96899000,31283300,16576250,48019175,47859925,11246480,55850533
"O55100",1234800,1809007.5,16686300,12924766.7,295138.2,1869617.5,1618440,105927.1,578590.5,329243.2,1392902.5,272446,442941,486840.5,791308.2,275142.5,167646,968997.8,420453.5,1496065,981650.5,1700926.7
"O55101",2412253.3,3574057.5,149730.2,795790.3,10140742.5,9184770,13420175,10730362.5,6535492.5,7364182.5,5872280,12378625,7052762.5,6489705,5323182.5,7655030,7503277.5,5964682.5,2802852.5,11131647.5,3505520,2009360
"O55143",96333800,143207500,145161000,133625333,101602125,1130545000,132584750,68990300,107538750,72865475,104743675,196127500,94822400,103215875,72408400,178007250,69450000,73743275,71419375,95814175,64486875,114102333
"O55242",14474000,15178150,3743060,7199820,48727125,1810578,5738812,39925800,5283040,11828525,2209715,2057112,7217412,28601375,11140075,6613792,5648790,2406542,2609840,5260812,1745675,5398470
"O70174",61121.45,NA,692776.5,724549.67,NA,NA,69999.35,NA,NA,NA,NA,NA,164140.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O70228",4708583.3,4569525,8531115,7792196.7,6839742.5,2315685,5000922.5,3512445,3377797.5,4602730,454343.8,5603015,2344067.5,6801110,4673297.5,6441135,2052132.5,2096787.5,1563537.5,2209582.5,2058805,1680096.7
"O70281",647147.3,225567.8,237955.2,217890,236506.2,200226,54098.1,334808.5,198802.5,330659.2,NA,409120.2,307770,442475.5,843571.2,134864.5,440977,188269,189911,141637,148116.2,354285.7
"O70472",1410320,947433.2,933473,1436553.3,1204897.5,766912.5,1631655,1216682.5,629031.8,1106287.5,645567.2,1210870,278845.8,1232610,860336.8,2108227.5,1465005,537619.8,744239.5,2379840,266691.1,429998.3
"O70496",3305997,4729338,2696352,4172763,5769665,2008590,4199538,4176818,2364702,3977458,1533685,2662265,1096427,7943795,1989352,1224932,4802690,1263535,2072862,2854790,1348115,1444937
"O70503",72106033,77105725,15811200,70956200,54977250,3994565,27637900,35477600,15255475,52719000,1064246,21135075,10629825,49430600,34513700,41295425,23293025,12173750,14074800,30317850,4606835,32116300
"O70572",4832443.3,3649577.5,2304157.5,13862366.7,7132515,4799957.5,24585025,4066282.5,2906140,4069425,360183.2,7814197.5,2095012.5,4240885,1506022.5,18385075,3446820,3961927.5,1153697.5,5766975,900758.5,4186630
"O70577",367186,NA,675866.5,137789.67,233460.75,NA,80601325,NA,NA,NA,233463.25,45366.17,NA,NA,NA,NA,30102.5,NA,NA,NA,NA,NA
"O70579",5511500,2862830,770195,2406773.3,8211092.5,474730.5,7319135,3063615,1966807.5,3933847.5,158088.4,399741.2,1148800,4354697.5,2064285,1709680,2471805,929070,4733270,7816175,1539512.5,2375893.3
"O88186",23991.9,NA,NA,NA,NA,NA,NA,NA,213834.5,NA,NA,NA,NA,110941.6,203273.2,NA,2403555,NA,NA,NA,42061.8,NA
"O88324",NA,NA,87707.25,NA,NA,NA,NA,NA,43941.37,334513.5,NA,NA,NA,192938,41220.43,41363.1,525163.75,NA,NA,1612605,NA,NA
"O88455",69876800,4486937.5,5337127.5,10966900,3511637.5,457961.2,6165290,16062800,3398590,6676062.5,378675,13360500,1705422.5,5235177.5,3241872.5,12875175,6206407.5,3256807.5,9376160,9135142.5,1302577.5,979763.3
"O88551",1860256.67,418347.25,249977.75,3865543.33,242015.75,NA,663038.5,1313055.25,649152.25,560986.25,194102.25,NA,4239547.5,1331715,18308550,NA,99285.43,41949.83,21435.4,10798075,1333977.5,704085.33
"O88587",36866900,41044400,7042020,16702700,19823950,5885535,19753750,136456500,8845015,21084025,7951530,12187225,20746650,21050600,8531058,24626250,11483875,5639028,3064265,16342800,5791960,13893900
"O88630",3706057,5289805,1361470,3209613,3432085,1401878,1467692,1812038,1230840,2517812,2393555,6131160,2817192,3639540,1359070,3145480,2517155,2344180,1059972,2471122,1032535,2209223
"O88736",2105840,790449,893461,2096270,1325550,1115275,2691137.5,4129210,734714,705721.8,151820.2,977234.8,646106.2,641315,8204292.5,1965227.5,507911.5,513961.8,2112355,924079,468258.2,3230546.7
"O88786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26287,NA,21521.25,NA,NA,NA,NA,183343.75,NA,50969.5
"O88967",4241560,6616582.5,358237.8,1330946.7,2045960,6548702.5,2078317.5,3469780,853077.2,2203547.5,5241725,1151387.5,3503425,3075705,1449070,1219477.5,918773.5,988755.5,293155,1160562.5,7455580,1059930
"O88983",11799067,13889625,8127598,10591233,12339750,6263220,9412520,12013925,6342615,9812525,11783250,8692942,4348095,18632000,3001828,6582975,15840075,5004448,3574042,10895125,4677945,5127460
"O89001",4403783,6605762,12046925,5868870,6009278,2275138,12162825,5446068,4326075,5449732,1377690,12785725,14699250,8387612,6512360,9018558,2751988,17805800,2105652,3157962,3197298,7313807
"O89051",4723097,3658680,4727850,6154950,8263675,4272042,7628962,7622378,5867222,3659425,2116578,3599348,8415058,5414138,6018635,4269070,4127002,4286262,2088495,8893035,2802020,3669737
"P00158",15793400,116203275,1544355,3746093,15175225,233241250,10254050,27676175,3810270,15818650,97547075,2672795,21382775,17018300,14034752,2980418,2012292,3534418,1424810,3559118,162009750,3034277
"P00397",986885,3398385,46386.15,342858.33,866746.25,6242072.5,373691,734121,418258,1010704.5,1292180,1151186.5,1027358,366402,894203.25,175403.25,33230.67,362091,134112.27,374585.75,11033937.5,220005.33
"P00405",218833333,1072443000,58802950,67444900,102301475,998507500,158528250,331705250,72809100,169979000,1109379250,104572400,173457500,198928750,221756000,66028000,44897900,100763375,31229600,64082400,919715250,66552833
"P00416",3523873.3,6858012.5,NA,790740.3,1498625.8,12629675,1620609.8,2083622.5,2211985,1831010,5131247.5,4882540,7822965,1313359.8,3367207.5,767174.8,557499,1081032.5,1043918.5,1546472.5,78264025,620563.3
"P01872",1456020,1208432.5,NA,456834,4219677.5,396856.8,415129.8,574290.5,2586765,16993975,384379.8,924456,2420287.5,12929425,4049227.5,1416310,69603100,624684.2,496190.8,11843100,1222518.2,1233436.7
"P01901",48822333,34145875,3236425,7083250,78159575,7006870,17024450,98858775,71525400,95031725,4900272,9780540,30112725,118404500,67626050,99687575,172846500,24115000,7093668,212280250,11458800,24869900
"P03888",12540266.7,58206525,1660370,4292176.7,16058525,173005750,11852375,15578100,3465940,19594625,48556450,3693235,12724975,17363950,13085150,4747272.5,1580762.5,9971472.5,993922.8,2794512.5,119230875,4013286.7
"P03893",696642,1587076,NA,219435.33,1104192,3044910,328280.5,862450,183721.5,974747,1034943.5,439830,1566992.5,368377,900641.5,217300.75,23103.3,352248.25,63312.93,184143.5,6663147.5,193501.33
"P03903",116734.67,600361,NA,47144.1,239883,1348145,73861.37,250534,94023.1,184986.25,537263.75,NA,142795,128965.93,221905.9,269706,NA,31508.62,NA,22060.5,259854.25,114552.83
"P03911",4870633.3,16939925,782389.5,1702866.7,4696277.5,51874800,3484767.5,5488702.5,1464592.5,5086795,15895275,2567475,7139950,4905107.5,6101655,1129616.5,601654.8,2126342.5,553930.2,1595527.5,58383625,1540270
"P04223",84383.23,NA,NA,NA,65748.57,NA,NA,NA,281352.88,386185,NA,32751.37,NA,250900.75,94389.07,94914.57,861622.75,NA,NA,557507.25,NA,NA
"P04231",1613616.67,1242112.5,49299.25,103470.6,2404015,385629,745958.25,483413.25,1570112.5,8601470,212457.5,1285455,480360.75,5508312.5,3295330,2976592.5,17300100,381003,124094.15,21867900,607470.25,803497.67
"P04235",NA,82689.2,NA,NA,NA,NA,41661.35,NA,372058.25,5080120,NA,143866.5,NA,3217217.5,134346.27,281254.5,4514965,NA,NA,12882900,NA,NA
"P04441",4019343.3,5656062.5,256731.7,408117,11152450,2139967.5,4660185,3675965,9641312.5,44237675,1050607.8,4075097.5,2038815,30117000,10944525,13703925,78642275,2124167.5,383412,72426400,2504442.5,2665720
"P04756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84257.77,NA,NA,NA,88651.07,NA,NA,NA,NA,NA,88978.25,NA
"P05622",5469683.3,3707655,1665707.5,3717833.3,5094627.5,1991092.5,6612500,1622712.5,4419540,3518340,1646535,1378942.5,3270775,7040345,10385575,1698837.5,14569825,1400295,499271.2,3042845,6330702.5,6470786.7
"P09925",7562556.7,13719150,329949.2,1379293.3,3777835,9451795,2756895,5997995,1135003,3233815,5506692.5,1334795,4438587.5,6159615,3737175,1303045,884594.5,1162290,238988.5,746625.8,6906672.5,1628570
"P0C8K7",185508,110882.12,262714.5,137861.67,420766.5,NA,734444,168920.25,62130.45,184809,NA,1920255,171356.5,454185.75,106678.85,30004.2,345460.25,76466.23,210517.6,58022.87,NA,89728.1
"P10417",393514.33,351841,616779.75,1911623.33,2753557.5,114503.35,578569,272171.25,348272.25,2180697.5,NA,518659.5,497263.75,2899650,541037,583074.25,3637930,497410.5,91739.07,2883095,228416.5,587246.33
"P10852",44876400,13085850,82488850,92580400,52443300,3689242,58162700,6911872,10546650,23581200,12978475,165579000,110567250,31673175,32366925,117829000,46322675,21973425,91333050,53599450,11319025,19248200
"P11438",22794667,35328850,5033168,12650600,39274475,15120875,19016925,36161325,22485525,26111450,19876125,19481350,12944700,31447250,42081275,14302275,17573275,7910020,10759588,19511350,19181900,9313400
"P11688",7781350,2110660,749365.8,1850043.3,8648130,3685542.5,2319292.5,10242010,5035530,6813575,1671830,3561730,15230725,6721005,12400750,6562967.5,4886367.5,7937090,727966,4608992.5,6406387.5,14642866.7
"P11911",NA,NA,NA,NA,131146.7,NA,NA,NA,658021,6424592.5,NA,521682,NA,4707750,NA,507209.8,21433275,NA,NA,1095024,NA,NA
"P12023",2902416.7,1785107.5,12493175,7269203.3,10422900,932889.8,15151075,2053220,9487787.5,3089470,3484247.5,1726517.5,3255127.5,3537285,3354622.5,3942265,2911867.5,3616672.5,1242732.5,2171800,1812612.5,2950423.3
"P14094",30390600,18108075,269571500,127068000,18833450,132105750,371576750,27735425,24694975,15694400,73881600,13126700,79998350,9457948,51084375,348463500,13219050,48183575,16562875,35913775,94116625,42208467
"P14901",4403926.7,859774.8,218910,3693790,2028327.5,416361.8,933633.8,1963730,851897.8,1627477.5,1214620,352865.2,179885.8,2307992.5,309229.2,95954.4,27495300,361277.5,1321382.5,2405312.5,767160.2,1619153.3
"P15208",6991770,3562000,1706572.5,6171363.3,6341350,3343060,4936072.5,6577162.5,2402342.5,3799895,3653740,3691930,3518432.5,4079275,2498292.5,5574782.5,2198060,1725820,858071.8,2638910,1590677.5,2703586.7
"P15209",362780.33,1891215,8219690,1663406.67,2250822.5,NA,NA,67022.6,207529.25,540747,110163.2,408134.75,387676.25,1534782.5,391363.5,NA,249567.75,NA,72964.73,196355.25,305898,230369
"P15261",2247526.7,4204525,877297.5,1461906.7,6926882.5,1186560,1435047.5,864388.8,4279702.5,3837975,1016978.8,987616.5,1867410,5950997.5,4236020,3905315,6287177.5,1766732.5,725567.2,10376705,1933300,1597220
"P15530",NA,NA,NA,NA,NA,NA,NA,191774,461713.8,4467777.5,NA,281194,NA,2652247.5,NA,500031.5,11286200,NA,NA,427639.5,NA,NA
"P15920",4111406.7,4986195,2888180,2615456.7,2487507.5,884853.5,5547655,3314282.5,1872030,3352127.5,438403.8,6187752.5,2288225,4679175,2883582.5,11344250,5652532.5,2468937.5,1190567.5,5949780,1133005,1873186.7
"P16092",617196.7,653714.5,1110381.8,930754,1496682.5,244618.8,431138.2,354590,573957.2,666266.5,210217,635274,572507.8,1835757.5,545556.2,223071.2,599713,225366,197863.8,394954,790058.5,1091563.3
"P16390",281145,520460.5,13852425,2588490,178887,82399,NA,107241,544460,376375.5,220377.5,NA,324468.8,736430.5,649753.2,342946.5,3146702.5,202892.8,NA,5585615,903600,249752
"P16872",NA,NA,NA,NA,NA,NA,NA,NA,154184.75,408717.25,NA,NA,NA,511737.75,82609.82,NA,725570.5,NA,NA,663933.5,NA,NA
"P17047",50752933,35474250,5813272,63839933,56386850,14456500,64724250,152580000,27590775,34555425,10548995,16804125,41714825,60846300,86589100,18682650,28206525,19051475,16838975,53608300,26444225,25614433
"P17665",2667960,17635875,2886025,3621983.33,2545510,22115175,2554307.5,5996332.5,1984045,5270272.5,11480762.5,8106130,464856.65,2532867.5,4119380,1227709.5,1736210,3173300,39008.63,1675267.5,5992760,2209976.33
"P17809",6115390,4052735,16149275,415569000,3373295,3489010,18810525,4080272,2006252,3973758,2542502,2460470,9918235,7974195,6692025,3795642,10705385,6263780,4410362,6082250,6311135,4656083
"P18052",7909963.3,3249147.5,10317787.5,11932966.7,9035282.5,1642037.5,10774450,2161902.5,7255527.5,6772647.5,848441.5,2962680,9973895,8209140,3798855,4660022.5,10554400,2873515,2339337.5,13312825,4809357.5,9762450
"P18581",1769550,239547.5,2673620,3848636.7,393878,NA,464537.5,29930225,1300102.5,253802.8,1958687.5,5287002.5,270381.5,358802,925494.2,692034.2,3195307.5,541293.2,923066,905731.2,318485.2,134607.8
"P18762",NA,332050.25,69666.1,142407.7,134777,NA,87557.62,NA,800998.25,132841.75,178863.25,153763.75,160321.75,235164,204326.5,80941.27,409022,30424.42,NA,152483,169401.75,150119.73
"P19783",113690333,502953250,19534575,36575933,74821500,677578250,65314050,126806750,31829075,104139275,436835000,60033925,86051300,105384500,117913000,38338425,15715175,61695825,11701475,27714325,745511000,32392467
"P20491",5927630,4972272,3769640,2688257,16155575,3311748,5686068,3054692,10574835,11936350,1244125,1343202,4649018,17093460,13126050,4441182,30825150,2932678,1914850,19113725,4547752,4343527
"P21958",5536343.3,5020052.5,352164.8,1227330,8676480,786922,1772210,3437575,6146542.5,17976975,166380.2,1371350,1177310,17525675,5212492.5,14360575,28962800,2485152.5,630855.2,34717275,1229627.5,1802450
"P22646",164359.2,346021,NA,NA,223105.5,NA,128844,NA,669988,7583892.5,NA,206551.5,100227.33,7042757.5,1943442.5,706704.25,11547325,30729.9,75917.15,19374350,NA,NA
"P23818",170742,NA,4701995,451075.33,NA,NA,NA,NA,174683.75,NA,NA,NA,41220.7,NA,NA,NA,NA,NA,NA,NA,NA,59964.33
"P23979",145553.33,80670.48,NA,1838913.33,NA,NA,79020,NA,NA,NA,NA,NA,184141,NA,NA,NA,33813.87,30358.95,NA,NA,NA,270784.67
"P25118",848342,288683,88307.82,238735.33,566806.5,NA,260247.25,447971,394768.25,310662.75,89949.4,391722.25,217089.5,444703.75,272794,878578.75,533754.25,177788,332745,989669.75,183424.75,348694
"P26361",NA,NA,11225.65,NA,252256.75,NA,88327.75,NA,118984.68,NA,NA,35535.4,NA,NA,NA,2550112.5,NA,103513.48,54584.43,53640.22,NA,NA
"P26618",2150406.7,1146362.5,768348.8,740500.7,3229697.5,1046890,1551545,495175.8,4045575,1842820,770180.5,747903.8,1804160,3789117.5,3234945,827726.2,3219232.5,872410.8,819888,945400.2,5131097.5,3231020
"P27512",434720.67,193001.5,NA,NA,730795.5,125281.5,319939.75,172611.75,969924,2500390,146466.88,58236.03,139911.25,3481012.5,1016269.5,384954.5,6475760,79304.07,47175.4,5969705,242252.25,283839.67
"P28230",NA,692058.05,402249.25,NA,NA,NA,402199.25,6444060,NA,132634.5,NA,1871560,990973,145812.25,32738.87,539151.5,90537.6,5306742.5,NA,NA,96684.87,725862.67
"P28843",6327606.7,3721282.5,3654725,9037296.7,48786325,5877472.5,40259625,70680950,48588475,33789750,1953055,7394410,19974100,46340200,27735275,38671275,22488800,1012342.5,938375.8,31616825,4170422.5,19984566.7
"P29533",1200093.3,402258.8,906679,630723.3,1643515,874454.2,1120815,866788.2,2164540,3434587.5,235611,302923,1385510,1438687.5,279799,334400.8,10326275,417482.8,10004065,3740242.5,2768932.5,1115490
"P30548",NA,NA,403619,686873.67,NA,NA,NA,NA,NA,80313.3,NA,NA,NA,NA,126378.57,112094.07,63681.6,75556.52,NA,141997.75,NA,NA
"P30549",117042.8,NA,NA,NA,NA,155958.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,23321.1,NA,112266.6,NA,NA,NA,NA
"P30730",NA,NA,158405.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27742.37,NA,398633,NA,NA,NA
"P30987",5410870,57242.8,47444.5,121169.33,183331.5,74916.65,2548190,534902.75,1389610,850285.25,NA,46307,87636.1,783462.5,109898.55,271332.25,3267040,332308,70714.85,6154567.5,NA,257531.67
"P30993",2134156.7,3367257.5,656734.2,577244.3,7955830,2097962.5,620452.5,550658.2,2542835,3322122.5,838875.8,1011176.8,1948825,13667025,6213785,1592790,1842945,944574,178489.8,1001637.8,2417097.5,1893216.7
"P31695",394267,63862.7,NA,NA,166541.75,NA,179290.25,NA,693758.5,117497.38,52752.95,NA,94445,89006.98,131449,NA,180682.25,52461.53,56117.15,151719.5,NA,81168.8
"P31809",1657233.33,1480477.5,486778.25,885490.67,1478962.5,952627.25,1834985,10037555,6713932.5,1810955,481187,1278822.5,22969875,1367495,1513497.5,14491300,2377830,332600.5,68564.23,721751.5,1349347.5,10314736.67
